YEAR,MO,DY,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,QV2M
2021,11,9,22.9,25.05,21.49,26.35,16.97
2021,11,10,23.77,26.33,22.27,10.61,17.76
2021,11,11,24.11,27.58,22.02,2.83,17.64
2021,11,12,24.63,27.94,22.74,12.09,18.01
2021,11,13,24.06,26.67,22.38,9.35,17.64
2021,11,14,24.51,27.19,22.48,7.59,18.19
2021,11,15,24.83,27.45,23.23,13.75,18.68
2021,11,16,24.51,27.01,22.94,5.36,18.49
2021,11,17,24.18,27.12,22.37,12.81,18.01
2021,11,18,24.02,27.34,22.05,1.43,17.52
2021,11,19,24.58,28.39,21.58,11.53,18.01
2021,11,20,23.84,27.5,20.46,2.54,17.03
2021,11,21,23.58,28.82,19.57,0,15.87
2021,11,22,23.66,27.9,19.76,0.23,16.66
2021,11,23,23.98,26.96,21.75,24.8,17.7
2021,11,24,23.69,25.81,21.75,61.24,18.13
2021,11,25,23.83,25.63,22.08,34.29,18.43
2021,11,26,24.52,28.16,21.7,14.78,17.94
2021,11,27,24.83,28.34,21.97,29.22,17.94
2021,11,28,24.32,27.31,22.44,19.6,18.01
2021,11,29,24.9,29.07,21.37,10.72,17.64
2021,11,30,24.3,27.54,22.01,7.81,17.46
2021,12,1,24.36,28.42,21.14,1.02,17.52
2021,12,2,24.51,28.87,21.09,11.95,17.4
2021,12,3,25.01,29.36,21.4,6.23,17.76
2021,12,4,25.16,29.63,21.72,3.46,17.64
2021,12,5,25.4,29.44,22.25,2.1,17.09
2021,12,6,24.92,29.14,22.15,4.76,17.76
2021,12,7,23.39,27.58,20.26,3.07,16.48
2021,12,8,24.39,28.94,19.72,4.68,17.94
2021,12,9,23.96,27.43,21.13,0.91,17.09
2021,12,10,23.73,27.96,20.05,2.15,17.15
2021,12,11,24.11,28,21.48,2.07,17.4
2021,12,12,24.21,27.98,21.26,17.13,17.7
2021,12,13,23.77,26.4,21.86,18.74,17.76
2021,12,14,23.42,25.57,21.4,8.11,17.52
2021,12,15,23.4,25.36,22.02,10.8,17.58
2021,12,16,23.8,27.16,21.37,6.08,17.46
2021,12,17,23.54,26.83,21.37,1.56,16.97
2021,12,18,23.96,27.38,20.95,19.29,17.7
2021,12,19,23.51,27.5,20.98,3.8,16.78
2021,12,20,23.32,27.8,20.36,0.42,16.72
2021,12,21,23.68,28.64,20.16,0.5,16.97
2021,12,22,23.67,28.3,20.3,0.51,16.72
2021,12,23,22.94,27.8,19.19,0.15,15.93
2021,12,24,21.37,26.86,17.06,0,13.98
2021,12,25,21.16,26.56,16.75,0,13.73
2021,12,26,21.72,27.08,17.15,0.1,14.22
2021,12,27,21.98,27.25,17.65,0.01,14.89
2021,12,28,21.9,27.27,17.84,0.01,15.08
2021,12,29,22.98,27.79,18.4,2.14,16.24
2021,12,30,24.06,28.32,20.56,4.98,17.33
2021,12,31,24.33,28.55,21.2,6.6,17.52
2022,1,1,24.55,28.33,22,6.46,18.01
2022,1,2,24.37,27.85,22.48,18.05,17.82
2022,1,3,23.96,27.05,22.16,33.33,17.7
2022,1,4,24.05,27.83,21.77,10.97,17.64
2022,1,5,24.26,28.52,21.15,8.56,17.76
2022,1,6,23.98,27.21,21.98,2.35,17.76
2022,1,7,24.08,28.13,21.35,1.77,17.52
2022,1,8,23.47,26.93,21.05,3.83,17.09
2022,1,9,23.6,27.33,21.1,5.51,16.91
2022,1,10,23.39,26.73,21.32,7.28,17.09
2022,1,11,24,28.49,20.87,1.35,17.4
2022,1,12,24.44,28.64,21.11,0.93,17.7
2022,1,13,24.4,28.71,21.24,0.39,17.64
2022,1,14,24.79,29.12,21.13,0.24,17.58
2022,1,15,24.26,28.9,20.81,0.26,16.97
2022,1,16,24.21,28.33,21.45,1.12,17.4
2022,1,17,23.8,27.63,21.21,0.78,16.91
2022,1,18,23.37,27.16,20.69,2.6,16.54
2022,1,19,22.75,27.23,19.04,1.13,15.5
2022,1,20,21.8,27.15,17.92,0,14.22
2022,1,21,21.5,27.19,16.4,0,12.88
2022,1,22,21.88,28.26,17.06,0,11.96
2022,1,23,22.73,28.78,16.74,0,12.39
2022,1,24,22.74,28.7,17.18,0,13.12
2022,1,25,22.57,28.28,17.11,0.05,13.92
2022,1,26,22.08,27.19,17.65,0.03,14.28
2022,1,27,21.12,25.93,16.64,0.11,13.98
2022,1,28,23.23,28.13,18.87,0.19,16.36
2022,1,29,24.66,29.11,21.57,1.77,17.7
2022,1,30,24.67,29.72,20.01,2.89,17.21
2022,1,31,24.24,28.69,20.57,3.54,17.33
2022,2,1,22.47,27.94,17.73,0.03,15.08
2022,2,2,21.37,27.48,15.96,0,14.04
2022,2,3,22.87,29.23,17.43,0,14.47
2022,2,4,22.94,29.28,17.61,0,14.65
2022,2,5,22.65,28.78,17.53,0,14.53
2022,2,6,22.8,28.26,18.21,0,14.89
2022,2,7,23.11,27.19,20.21,0.09,16.05
2022,2,8,22.65,27.89,18.4,0.04,14.65
2022,2,9,22.12,26.33,19.17,0.85,14.59
2022,2,10,23.98,28.89,20.6,5.99,16.97
2022,2,11,23.65,26.91,21.53,3.07,17.03
2022,2,12,24.05,27.89,21.65,22.33,17.21
2022,2,13,23.4,26.71,21.55,16.91,16.78
2022,2,14,23.16,26.76,20.91,1.44,16.05
2022,2,15,22.88,27.83,18.98,0.01,15.01
2022,2,16,22.55,27.87,18.3,0,14.83
2022,2,17,22.08,27.02,18.02,0.01,14.53
2022,2,18,23.51,28.06,19.08,3.08,16.54
2022,2,19,24,27.84,21.67,8.06,17.46
2022,2,20,24.89,29.19,21.99,2.09,18.01
2022,2,21,25.31,30.62,21.46,0.28,17.33
2022,2,22,23.89,29.76,19.13,0.12,15.81
2022,2,23,23.83,29.15,19.31,97.89,16.91
2022,2,24,23.89,28.21,21.23,53.22,16.91
2022,2,25,23.55,27.76,20.24,0.06,16.48
2022,2,26,24.23,28.46,20.83,6.36,17.46
2022,2,27,23.51,28.05,19.33,0.99,16.17
2022,2,28,23.23,28.3,19.19,0.01,15.93
2022,3,1,23.44,28.34,19.62,0.25,16.05
2022,3,2,23.04,26.8,19.21,3.53,16.3
2022,3,3,23.54,27.33,21.54,7.01,16.72
2022,3,4,23.56,25.92,21.97,4.44,17.7
2022,3,5,24.28,28.2,21.57,0.2,17.4
2022,3,6,25.11,29.48,21.11,2.9,17.52
2022,3,7,24.69,28.72,22.21,3.98,18.13
2022,3,8,24.37,29.12,20.55,1,17.21
2022,3,9,23.69,29.43,19.57,0.08,16.05
2022,3,10,24.2,29.93,19.55,0.02,16.72
2022,3,11,23.72,27.51,20.38,0.48,16.85
2022,3,12,24.63,29.15,21.23,0.64,17.52
2022,3,13,24.58,29.08,21.24,0.23,17.33
2022,3,14,24.57,29.12,21.39,0.05,16.97
2022,3,15,25.26,30.08,20.76,0,16.91
2022,3,16,25.88,29.93,22.32,0,16.85
2022,3,17,25.6,30.15,20.63,12.52,16.6
2022,3,18,25.39,29.16,22.67,2.48,17.52
2022,3,19,24.91,28.94,21.76,7.76,17.76
2022,3,20,25.22,29.71,22.12,0.75,17.82
2022,3,21,25.5,30.71,21.71,0,17.76
2022,3,22,25.89,30.76,22.63,0.01,17.88
2022,3,23,26.34,31.34,21.74,0.35,17.82
2022,3,24,25.42,29.67,22.45,1.24,17.7
2022,3,25,26.02,31.01,21.98,0.91,17.4
2022,3,26,26.62,31.29,23.27,2.74,18.43
2022,3,27,26.33,31.04,22.27,3.54,17.94
2022,3,28,26.72,31.93,22.21,0.91,18.01
2022,3,29,26.94,31.82,22.71,1.64,17.76
2022,3,30,26.51,31.13,23.02,5.6,18.07
2022,3,31,26.65,31.74,22.12,1.08,17.7
2022,4,1,26.67,31.77,22.22,1.15,17.88
2022,4,2,25.91,29.88,23.41,9.57,18.31
2022,4,3,25.88,29.53,23.43,12.47,18.13
2022,4,4,25.93,30.19,22.19,7.18,17.94
2022,4,5,25.28,29.31,22.42,26.61,17.94
2022,4,6,25.52,29.13,22.8,19.9,17.88
2022,4,7,26.34,30.73,22.51,13.61,17.21
2022,4,8,25.54,29.67,22.33,26.27,17.82
2022,4,9,25.01,28.88,21.99,15.82,17.46
2022,4,10,24.83,28.75,22.34,16.92,17.94
2022,4,11,24.84,28.43,21.8,10.5,18.19
2022,4,12,25.23,28.64,22.69,19.04,18.62
2022,4,13,25.21,28.85,22.59,6.88,18.07
2022,4,14,25.62,30.25,22.14,3.42,17.88
2022,4,15,26.07,31.23,21.94,4.61,18.25
2022,4,16,26.63,31.49,22.25,3.69,18.62
2022,4,17,25.96,29.3,23.63,6.58,19.04
2022,4,18,25.27,28.26,22.86,3.16,18.74
2022,4,19,25.41,28.31,23.05,4.43,19.23
2022,4,20,26.31,30.65,22.39,0.82,18.8
2022,4,21,26.94,31.09,23.48,2.4,19.23
2022,4,22,25.88,29.09,23.69,20.24,19.23
2022,4,23,24.79,27.7,22.62,11.67,17.21
2022,4,24,26.11,30.89,21.62,4.09,17.76
2022,4,25,26.63,31.26,22.51,2.31,18.25
2022,4,26,27.08,31.85,23.08,1.55,18.07
2022,4,27,27.09,31.57,22.97,7.09,18.19
2022,4,28,26.44,30.4,23.23,18.05,18.92
2022,4,29,26.33,30.29,23.19,8.93,18.86
2022,4,30,26.05,29.54,23.72,2.65,19.23
2022,5,1,25.97,29.54,23.3,1.5,18.92
2022,5,2,26.31,29.33,23.32,0.24,19.9
2022,5,3,26.76,30.44,23.95,0.06,19.9
2022,5,4,26.15,29.09,24.01,6.11,19.71
2022,5,5,25.98,29.09,23.63,3.18,19.47
2022,5,6,25.23,29.3,22.04,1.4,17.27
2022,5,7,25.93,30.22,22.27,0.29,18.8
2022,5,8,26.51,30.38,23.63,0.02,19.59
2022,5,9,26.35,28.9,24.79,2.46,19.84
2022,5,10,25.78,28.44,24.28,1.93,18.98
2022,5,11,25.8,28.67,23.81,1.06,18.49
2022,5,12,26.08,29.08,24.41,6.48,19.1
2022,5,13,25.97,29.11,23.68,7.89,18.98
2022,5,14,25.56,28.83,23.44,6.53,18.07
2022,5,15,25.59,29.1,23.49,7.75,18.31
2022,5,16,25.93,29.29,23.61,2.74,18.92
2022,5,17,26.11,29.43,24.1,4.31,19.1
2022,5,18,26.05,29.06,24.54,4.91,18.98
2022,5,19,25.8,28.82,24.19,6.83,18.8
2022,5,20,25.73,29.08,23.81,2.28,18.55
2022,5,21,25.81,29.37,23.67,0.9,18.62
2022,5,22,25.9,29.18,23.76,0.54,18.74
2022,5,23,25.87,28.87,23.91,4.44,18.92
2022,5,24,25.84,28.63,24.19,12.12,19.23
2022,5,25,25.67,29.08,23.58,6.85,18.8
2022,5,26,25.44,29.13,23.15,9.18,18.49
2022,5,27,25.51,29.42,23.19,1.98,18.07
2022,5,28,25.4,28.53,23.63,3.42,18.49
2022,5,29,25.44,28.41,23.6,5.16,18.43
2022,5,30,25.35,28.16,23.48,11.58,18.49
2022,5,31,24.38,26.33,23.14,7.17,17.46
2022,6,1,25.08,28.12,23.08,2.8,18.01
2022,6,2,25.41,28.84,23.4,1.96,18.13
2022,6,3,25.64,28.76,23.62,0.67,18.74
2022,6,4,25.47,28.77,23.51,0.14,18.49
2022,6,5,25.5,29.17,23.17,0.34,18.37
2022,6,6,25.26,28.6,23.14,0.83,18.31
2022,6,7,24.88,27.5,23.25,0.47,17.94
2022,6,8,25.51,29.16,23.25,0.84,18.13
2022,6,9,25.56,29,23.79,0.7,18.68
2022,6,10,25.68,29,23.72,1.42,18.37
2022,6,11,24.65,27.01,22.98,1.8,17.76
2022,6,12,25.15,28.93,22.62,0.93,17.46
2022,6,13,25.15,28.16,23.23,0.38,17.82
2022,6,14,25.43,28.97,23.15,0.95,18.19
2022,6,15,25.15,28.51,23.15,1.38,17.94
2022,6,16,24.48,27.56,22.67,4.97,17.7
2022,6,17,24.75,28.22,22.63,3.34,17.58
2022,6,18,24.57,27.4,22.69,6.24,17.94
2022,6,19,24.83,28.25,22.37,2.77,17.82
2022,6,20,25.08,28.41,22.91,1.25,18.07
2022,6,21,25.21,28.58,23.4,0.57,17.94
2022,6,22,25.29,28.93,23.3,1.1,17.7
2022,6,23,25.03,28.87,22.72,1.19,17.46
2022,6,24,25.68,29.05,23.14,1.54,18.19
2022,6,25,25.51,28.58,23.75,1.21,17.7
2022,6,26,25.62,29.83,23.47,0.55,17.52
2022,6,27,25.72,29.23,23.44,0,18.01
2022,6,28,25.31,28.3,23.47,0.01,17.88
2022,6,29,25.76,29.73,23.42,0.39,17.94
2022,6,30,25.39,27.97,23.62,1.85,18.13
2022,7,1,25.62,29.14,23.1,0.23,18.01
2022,7,2,25.87,29.45,23.88,2.51,18.19
2022,7,3,25.05,28.55,22.9,6.05,17.76
2022,7,4,24.62,27.55,22.67,2.4,17.4
2022,7,5,24.78,28.09,22.93,1.25,17.27
2022,7,6,25.16,29.05,22.55,0.19,16.97
2022,7,7,24.74,28.17,22.37,0.27,16.66
2022,7,8,24.72,28.24,22.6,0.07,16.91
2022,7,9,24.94,28.54,22.69,0.19,16.78
2022,7,10,24.58,27.61,22.63,3.38,16.24
2022,7,11,24.54,28.48,22.42,1.1,15.38
2022,7,12,24.86,28.82,22.2,0.04,16.42
2022,7,13,25.53,29.44,23.05,0.04,16.78
2022,7,14,25.75,29.87,23.14,0.14,16.85
2022,7,15,25.94,30.46,23.13,0.15,17.27
2022,7,16,26.08,30.19,23.41,0.16,17.64
2022,7,17,26.17,30.26,23.63,0.18,17.76
2022,7,18,25.47,28.61,23.51,1.28,17.94
2022,7,19,26.15,30.37,23.01,12.38,17.94
2022,7,20,25.35,28.78,23.43,15.27,18.31
2022,7,21,25.33,29.74,22.91,4.43,17.76
2022,7,22,25.11,29.49,22.55,8.3,17.46
2022,7,23,24.79,28.52,22.73,6.05,17.15
2022,7,24,25.3,29.94,22.58,2.07,16.91
2022,7,25,25.58,30.61,22.23,6.32,17.4
2022,7,26,25.13,28.74,22.7,15.1,17.7
2022,7,27,25.35,29.35,22.42,5.77,17.58
2022,7,28,25.48,28.98,22.21,5.89,16.72
2022,7,29,25.64,29.23,22.26,5.56,16.78
2022,7,30,24.48,27.58,22.58,3.53,17.21
2022,7,31,24.79,28.76,22.01,2.1,17.21
2022,8,1,24.67,28.65,22.63,34.29,17.82
2022,8,2,24.28,27.66,22.48,19.77,16.91
2022,8,3,24.49,27.19,23.08,9.47,17.27
2022,8,4,24.37,27.37,22.68,7.44,16.85
2022,8,5,24.72,27.61,22.8,8.12,17.21
2022,8,6,24.65,27.97,22.54,0.99,16.54
2022,8,7,24.62,27.9,22.35,0.71,17.09
2022,8,8,24.55,26.74,23.02,0.04,17.58
2022,8,9,24.73,27.73,22.67,0.01,17.46
2022,8,10,25.02,29.41,22.31,0,17.09
2022,8,11,25.33,29.97,21.9,0,16.97
2022,8,12,25.8,30.41,23.08,0,17.27
2022,8,13,25.8,30.75,22.73,0.02,17.09
2022,8,14,25.62,29.69,22.84,0.23,17.33
2022,8,15,26.01,30.4,22.55,0.94,17.58
2022,8,16,26.34,31.96,22.2,0.81,17.46
2022,8,17,25.44,29.31,22.33,1.06,17.33
2022,8,18,25.57,30.25,22.79,1.01,17.46
2022,8,19,25.59,29.94,22.97,0.27,17.15
2022,8,20,25.6,30.25,22.58,0.3,17.33
2022,8,21,25.55,30.22,23.01,0.44,17.15
2022,8,22,25.08,28.87,23.14,4.49,17.33
2022,8,23,25.05,29.1,22.63,2.57,17.09
2022,8,24,24.37,27.29,22.77,1.33,17.15
2022,8,25,24.98,28.96,22.46,0.88,17.09
2022,8,26,23.9,26.77,22.21,11.56,17.03
2022,8,27,23.33,26.27,21.62,7.82,15.99
2022,8,28,24.48,28.83,21.76,1.73,16.48
2022,8,29,24.65,28.93,22.19,3.2,16.97
2022,8,30,24.73,28.42,22.11,45.76,17.58
2022,8,31,23.7,26.4,22.08,24.36,17.15
2022,9,1,23.92,27.19,22.26,11.66,17.21
2022,9,2,24.69,28.69,22.41,1.21,16.97
2022,9,3,24.61,27.92,21.96,0.87,17.33
2022,9,4,25.05,28.55,23.25,0.76,17.7
2022,9,5,25.05,27.9,23.18,47.16,18.25
2022,9,6,24.6,28.12,22.73,5.8,17.33
2022,9,7,24.35,27.63,22.48,1.47,17.03
2022,9,8,24.35,28.15,22.08,0.44,16.66
2022,9,9,24.8,27.98,22.8,0.01,17.27
2022,9,10,25.19,29.44,22.7,0.2,17.27
2022,9,11,25.1,29.31,22.61,0,17.27
2022,9,12,24.77,29.45,22.23,0,16.91
2022,9,13,25.19,29.92,22.06,0,17.15
2022,9,14,25.26,30.2,21.89,0.03,17.03
2022,9,15,25.11,29.99,21.54,0,17.09
2022,9,16,25.12,30.36,21.57,0,17.09
2022,9,17,25.15,30.77,21.3,0,16.72
2022,9,18,25.18,30.12,21.51,0,16.97
2022,9,19,25.3,29.36,22.53,0.74,17.09
2022,9,20,25.71,30.09,23.15,0.06,17.15
2022,9,21,25.49,30.37,22.55,0.12,17.21
2022,9,22,25.62,30.69,22.54,0.04,16.72
2022,9,23,25.51,30.86,22.05,0.01,15.99
2022,9,24,25.03,29.57,22.3,0.01,16.54
2022,9,25,26.15,31.87,22.02,2.79,17.27
2022,9,26,25.63,30.19,22.52,1.65,17.27
2022,9,27,25.89,30.71,22.67,0.61,17.33
2022,9,28,25.62,30.15,23.19,0.24,16.97
2022,9,29,25.6,30.4,22.97,1.13,17.03
2022,9,30,24.87,28.25,23.19,3.03,16.91
2022,10,1,25.17,29.25,22.73,5.76,16.78
2022,10,2,24.87,28.8,22.83,5.01,16.78
2022,10,3,24.55,28.3,22.01,5.71,16.24
2022,10,4,25.37,29,23.03,1.15,17.4
2022,10,5,24.29,27.22,22.48,0.28,16.24
2022,10,6,25.34,30.48,22.49,0.08,16.05
2022,10,7,25.51,30.67,22.26,1.6,16.48
2022,10,8,25.44,30.63,22.09,1.68,16.78
2022,10,9,25.61,30.33,22.53,4.22,17.15
2022,10,10,25.59,30.55,21.99,3.15,17.21
2022,10,11,25.95,30.89,22.44,2.86,17.33
2022,10,12,25.85,30.38,22.83,5.97,17.7
2022,10,13,24.97,28.29,22.98,16.98,17.82
2022,10,14,24.49,27.49,22.9,22.08,17.82
2022,10,15,24.61,28.37,22.04,10.96,17.09
2022,10,16,24.96,29.55,21.71,7.81,17.15
2022,10,17,24.8,28.57,22.29,10.64,17.4
2022,10,18,24.3,27.55,22.32,12.28,17.03
2022,10,19,24.56,28.15,22.25,7.13,17.4
2022,10,20,24.44,27.23,22.86,17.3,17.58
2022,10,21,23.87,26.55,21.88,26.52,17.4
2022,10,22,24.12,27.71,21.15,8.28,17.09
2022,10,23,24.21,27.67,21.98,9.46,17.21
2022,10,24,24.05,27.01,22.18,14.1,17.52
2022,10,25,24.72,28.89,21.77,8.17,17.82
2022,10,26,24.92,29.62,21.67,1.74,17.46
2022,10,27,24.33,29.18,20.78,0.08,15.56
2022,10,28,24.25,29.23,20.19,0,14.83
2022,10,29,24.3,29.87,19.2,0.61,15.81
2022,10,30,24.69,28.63,22.01,9.03,17.21
2022,10,31,24.87,28.07,22.79,14.95,18.49
2022,11,1,24.58,27.33,22.75,32.94,18.37
2022,11,2,24.25,27.8,22.12,13.11,17.09
2022,11,3,23.95,27.24,21.51,15.31,17.15
2022,11,4,24.28,27.71,21.69,21.52,17.21
2022,11,5,23.73,25.9,22.25,42.29,17.64
2022,11,6,24.32,28.76,20.75,1.72,17.15
2022,11,7,23.73,27.6,20.8,4.88,16.85
2022,11,8,24.22,27.97,21.6,16.88,17.94
2022,11,9,23.88,26.94,21.55,15.89,17.52
2022,11,10,23.74,27.37,21.05,5.74,17.09
2022,11,11,23.23,25.95,21.25,13.33,16.78
2022,11,12,23.91,27.13,21.76,5.6,17.15
2022,11,13,23.98,27.33,21.58,12.79,17.33
2022,11,14,23.07,26.04,21.1,31.21,16.6
2022,11,15,23.4,27.35,20.46,20.33,16.48
2022,11,16,23.44,27.26,20.32,4.8,16.54
2022,11,17,22.18,25.63,19.23,0.01,15.14
2022,11,18,22.76,27.67,18.47,0.41,15.69
2022,11,19,22.98,26.87,20.06,1.34,16.66
2022,11,20,23.49,27.59,19.79,0.03,16.85
2022,11,21,22.87,27.96,18.11,0.17,15.5
2022,11,22,23.63,28.45,19.44,0,16.24
2022,11,23,23.44,27.95,20.37,0,16.3
2022,11,24,23.91,28.4,19.7,0.02,15.69
2022,11,25,23.69,28.5,19.33,1.53,15.62
2022,11,26,24.25,28.83,20.26,4.62,16.05
2022,11,27,24.84,29.73,20.8,10.85,16.97
2022,11,28,24.34,28.99,21.05,5.45,16.97
2022,11,29,23.32,28.07,19.99,0.2,16.24
2022,11,30,23.41,28.37,18.58,0.29,16.42
2022,12,1,24.5,28.82,20.85,0.77,17.33
2022,12,2,23.92,27.92,20.79,9.13,16.54
2022,12,3,23.55,28.15,19.77,9.68,16.11
2022,12,4,23.61,27.12,21.25,13.88,17.09
2022,12,5,23.83,27.28,21.21,4.54,17.27
2022,12,6,23.7,27.49,21.44,1.76,16.97
2022,12,7,21.92,23.98,20.23,1.41,15.81
2022,12,8,21.31,24.43,19.3,6.85,14.83
2022,12,9,22.25,26.15,19.05,15.2,14.59
2022,12,10,23.44,27.42,20.3,4.7,16.3
2022,12,11,23.56,27.28,20.88,3.34,16.48
2022,12,12,23.82,27.88,20.73,0.29,16.54
2022,12,13,24.57,29.01,20.94,0.97,15.93
2022,12,14,23.53,27.96,20.48,1.33,16.48
2022,12,15,22.99,27.12,19.35,0.25,15.56
2022,12,16,23.08,27.73,19.81,0.97,16.3
2022,12,17,22.72,26.31,20.26,4.93,16.24
2022,12,18,23.23,26.69,21.44,19.47,16.85
2022,12,19,22.95,24.76,21.57,32.73,17.21
2022,12,20,23.73,26.67,21.89,15.86,17.7
2022,12,21,23.31,24.84,22.29,26.68,17.7
2022,12,22,23.26,25.81,21.44,4.72,17.21
2022,12,23,24.11,28.01,21.52,11.1,17.88
2022,12,24,24.3,27.74,22.07,24.1,18.25
2022,12,25,23.99,25.55,22.98,64.68,18.55
2022,12,26,24.26,27.29,21.97,8.57,18.01
2022,12,27,24.14,28.07,20.87,1.39,16.78
2022,12,28,23.65,27.95,20.55,0.76,16.97
2022,12,29,22.9,26.76,20.02,0.04,16.11
2022,12,30,22.16,26.52,19.01,0,15.26
2022,12,31,21.91,26.6,18.21,0,15.2
2023,1,1,22.08,26.45,18.98,0.01,15.38
2023,1,2,21.71,26.23,18.21,0.01,15.08
2023,1,3,21.55,26.31,17.48,0,14.4
2023,1,4,22,26.51,18.36,0.22,14.95
2023,1,5,23.24,27.87,19.69,2.67,16.66
2023,1,6,23.69,26.8,21.96,6.76,17.58
2023,1,7,23.46,26.11,21.95,15.29,17.52
2023,1,8,23.06,26.99,20.43,7.61,16.48
2023,1,9,22.54,27.04,19.43,0.28,15.69
2023,1,10,21.39,26.26,16.9,0.02,14.28
2023,1,11,20.3,25.95,15.69,0,13.06
2023,1,12,19.96,25.73,15.09,0,12.88
2023,1,13,21.05,26.6,16.03,0,13.73
2023,1,14,21.48,24.8,18.73,0.01,14.77
2023,1,15,22.94,27.55,19.53,0.59,16.05
2023,1,16,23.42,27.88,20.66,11.14,16.91
2023,1,17,23.24,27.73,20.43,5.46,16.54
2023,1,18,21.95,26.01,18.87,0.22,14.77
2023,1,19,21.26,26.05,17.79,0,13.67
2023,1,20,21.31,26.66,16.74,0.1,13.67
2023,1,21,21.83,26.07,18.58,1.06,14.65
2023,1,22,22.24,25.33,19.92,14.45,16.11
2023,1,23,23.06,25.87,21.18,5.77,16.85
2023,1,24,22.65,25.58,20.26,8.5,16.24
2023,1,25,22.73,27.52,19.01,0.31,15.56
2023,1,26,22.73,27.19,19.51,0.48,15.75
2023,1,27,22.41,25.73,19.81,18.42,16.11
2023,1,28,21.71,26.43,18.39,1.8,14.4
2023,1,29,22.27,27.24,17.87,0.4,15.56
2023,1,30,22.18,24.79,20.15,2.95,16.17
2023,1,31,21.94,24.06,20.58,3.98,15.99
2023,2,1,22.9,24.8,21.12,19.45,17.27
2023,2,2,23.72,27.26,21.44,17.52,17.4
2023,2,3,23.74,27.15,21.63,10.05,17.27
2023,2,4,24.16,27.92,21.52,10.27,17.64
2023,2,5,23.58,27.8,20.71,2.7,16.6
2023,2,6,23,26.46,20.61,2.67,16.78
2023,2,7,23.81,27.98,21.4,3.4,17.21
2023,2,8,23.69,28.01,20.89,0.57,16.85
2023,2,9,23.42,28.24,19.71,0.06,16.36
2023,2,10,22.63,27.37,18.9,0.03,15.81
2023,2,11,21.81,27.44,17.57,0.29,14.47
2023,2,12,21.73,27.56,17.01,0.39,14.65
2023,2,13,21.76,27.62,17.44,0.02,14.77
2023,2,14,21.85,27.87,17.29,0.04,14.89
2023,2,15,20.73,26.99,15.83,0,13.31
2023,2,16,20.76,26.87,15.48,0,13.67
2023,2,17,21.96,27.66,16.47,0.03,15.08
2023,2,18,23.6,28.42,19.62,3.79,16.72
2023,2,19,24.08,28.3,21.42,13.47,17.15
2023,2,20,23.82,28.05,20.94,12.08,16.91
2023,2,21,23.15,27.53,19.47,1.66,16.17
2023,2,22,22.08,27.84,17.25,0,14.22
2023,2,23,22.5,28.54,17.3,0.01,14.4
2023,2,24,23.39,29.07,17.63,4.86,16.3
2023,2,25,23.04,28.16,18.17,0.58,15.38
2023,2,26,21.44,27.18,16.72,0.13,13.67
2023,2,27,22.57,27.8,17.25,8.01,15.14
2023,2,28,24.44,28.63,21.82,15.14,17.46
2023,3,1,24.09,28.19,21.18,2.35,16.97
2023,3,2,23.72,28.63,20.05,0.43,15.81
2023,3,3,23.37,28.52,19.35,0.23,15.56
2023,3,4,24.01,28.33,20.44,5.82,17.03
2023,3,5,24.37,28.23,21.74,1.85,17.33
2023,3,6,24.03,27.95,21.15,1.32,17.03
2023,3,7,24.33,28.99,21.62,1.76,16.97
2023,3,8,24.17,28.95,20.87,0.23,16.54
2023,3,9,24.6,29.26,20.95,0.3,16.97
2023,3,10,23.86,26.76,21.75,0.19,16.97
2023,3,11,24.1,27.94,21.78,2.53,17.33
2023,3,12,24.56,28.12,22.17,9.27,17.64
2023,3,13,24.3,27.87,21.52,6.44,17.46
2023,3,14,24.79,29.62,21.01,1.61,16.97
2023,3,15,25.33,29.73,21.54,3.31,17.58
2023,3,16,25.24,29.3,22.4,5.34,17.94
2023,3,17,24.23,28.98,20.38,0.31,16.91
2023,3,18,25.11,31.05,18.98,15.01,16.66
2023,3,19,25.4,29.26,22.54,21.59,18.19
2023,3,20,25.68,29.78,22.67,5.61,17.76
2023,3,21,26.15,30.99,22.14,2.01,17.82
2023,3,22,26.18,30.73,22.58,3.18,17.88
2023,3,23,25.97,29.73,22.71,5.47,17.27
2023,3,24,26.45,31.7,21.69,9.63,17.52
2023,3,25,26.41,30.87,22.55,0.22,17.64
2023,3,26,26.1,31.03,21.19,0.91,16.85
2023,3,27,26.06,31.27,21.83,0.47,16.54
2023,3,28,25.78,31.36,20.82,0.09,16.05
2023,3,29,25.89,31.39,20.9,0.44,16.54
2023,3,30,25.98,31.96,20.61,1.15,16.24
2023,3,31,26.47,31.65,21.62,0.46,17.64
2023,4,1,26.55,32.08,21.4,2.63,16.85
2023,4,2,26.7,31.49,22.96,8.86,18.01
2023,4,3,26.9,31.83,22.76,4.9,17.58
2023,4,4,26,30.39,22.77,22.85,17.94
2023,4,5,25.9,29.9,22.56,7.77,18.43
2023,4,6,26.44,31.01,22.92,2.75,17.76
2023,4,7,25.62,31,21.49,2.87,16.48
2023,4,8,25.3,30.82,20.27,6.24,16.85
2023,4,9,25.35,30.83,20.65,1.49,16.91
2023,4,10,25.34,30.05,21.63,0.54,17.76
2023,4,11,25.4,30.58,21.32,0.03,17.27
2023,4,12,26.08,31.83,21.12,0.02,17.58
